name,street,subarea,area,city,province,Address
Jinnah Estate Agency,Dabeer Road,Sector Z,Gulshan e Maymar,Karachi,Sindh,Jinnah Estate Agency Dabeer Road Sector Z Gulshan e Maymar Karachi Sindh
Kamran Auto Parts,Shahrah E Zahid Hussain Road,Sector 15 B,Buffer Zone,Karachi,Sindh,Kamran Auto Parts Shahrah E Zahid Hussain Road Sector 15 B Buffer Zone Karachi Sindh
Khan Oil,National Highway,Jamal e Ibrahim Housing Society,Quaidabad,Karachi,Sindh,Khan Oil National Highway Jamal e Ibrahim Housing Society Quaidabad Karachi Sindh
M Yaqoob Pakwan Center,Sharifabad Market Road,Block 1,Federal B Area (Gulberg),Karachi,Sindh,M Yaqoob Pakwan Center Sharifabad Market Road Block 1 Federal B Area (Gulberg) Karachi Sindh
Mohsin Tailor,Bahria Street,Sector 4,Naval Colony,Karachi,Sindh,Mohsin Tailor Bahria Street Sector 4 Naval Colony Karachi Sindh
Mehran Foods & Ice Cream Center,Shahrah e Quaid e Azam,Sector Z,Gulshan e Maymar,Karachi,Sindh,Mehran Foods & Ice Cream Center Shahrah e Quaid e Azam Sector Z Gulshan e Maymar Karachi Sindh
Mehmood Electrician,Hub River Road,Lassi Para,Mohajir Camp,Karachi,Sindh,Mehmood Electrician Hub River Road Lassi Para Mohajir Camp Karachi Sindh
Mir Afzal Khan Engineering Works,Landhi Road,Bhutto Nagar,Landhi,Karachi,Sindh,Mir Afzal Khan Engineering Works Landhi Road Bhutto Nagar Landhi Karachi Sindh
Nadeem Autos,Quba Avenue,Sector 11 C 3,North Karachi,Karachi,Sindh,Nadeem Autos Quba Avenue Sector 11 C 3 North Karachi Karachi Sindh
Noorani Noor Peshawari Ice Cream,Shahrah E Ejaz Ul Haq Quddusi Road,Sector 11 E,North Karachi,Karachi,Sindh,Noorani Noor Peshawari Ice Cream Shahrah E Ejaz Ul Haq Quddusi Road Sector 11 E North Karachi Karachi Sindh
Qayyum Allah BBQ Restaurant,Faqir Colony Road,Block A,Baldia,Karachi,Sindh,Qayyum Allah BBQ Restaurant Faqir Colony Road Block A Baldia Karachi Sindh
Qalandri Pakwan House,Bahria Road,Sector 1,Naval Colony,Karachi,Sindh,Qalandri Pakwan House Bahria Road Sector 1 Naval Colony Karachi Sindh
Rafiq Aluminium Service,Landhi Road,Sector 37 B,Landhi,Karachi,Sindh,Rafiq Aluminium Service Landhi Road Sector 37 B Landhi Karachi Sindh
Shah Ee Footwear,Shahrah e Maulana Shaukat Ali,Sector 5 F,New Karachi,Karachi,Sindh,Shah Ee Footwear Shahrah e Maulana Shaukat Ali Sector 5 F New Karachi Karachi Sindh
Shakeel Brothers Book Sellers,Nishtar Avenue,Sector Z,Gulshan e Maymar,Karachi,Sindh,Shakeel Brothers Book Sellers Nishtar Avenue Sector Z Gulshan e Maymar Karachi Sindh
Shamshi Steelworks,Street No 19,Sector C,Manzoor Colony,Karachi,Sindh,Shamshi Steelworks Street No 19 Sector C Manzoor Colony Karachi Sindh
Sony Electronics,Sherpao Road,Labor Colony (Landhi),Landhi,Karachi,Sindh,Sony Electronics Sherpao Road Labor Colony (Landhi) Landhi Karachi Sindh
Super Shanghai Dry Cleaner,Street No 16,Sector 4 B,Surjani Town,Karachi,Sindh,Super Shanghai Dry Cleaner Street No 16 Sector 4 B Surjani Town Karachi Sindh
Younus Machinery Store,Sindh Hotel Road,Sector 5 J,New Karachi,Karachi,Sindh,Younus Machinery Store Sindh Hotel Road Sector 5 J New Karachi Karachi Sindh
Rehmani Jari Boti Store,36-B Double Road,Sector 36 G,Landhi,Karachi,Sindh,Rehmani Jari Boti Store 36-B Double Road Sector 36 G Landhi Karachi Sindh
Afridi Auto Parts,Jangal Shah Road,Goth Shaikhan,Bhutta,Karachi,Sindh,Afridi Auto Parts Jangal Shah Road Goth Shaikhan Bhutta Karachi Sindh
Faraz Tailors,Bismillah Masjid Road,Sector 37 A,Landhi,Karachi,Sindh,Faraz Tailors Bismillah Masjid Road Sector 37 A Landhi Karachi Sindh
Hameeduallah Electric Store,Ittehad Town Naval Colony Road,Gulshan e Mazdoor Extension,Naval Colony,Karachi,Sindh,Hameeduallah Electric Store Ittehad Town Naval Colony Road Gulshan e Mazdoor Extension Naval Colony Karachi Sindh
Huzaifa Bakers,Imran Khan Road,Sector 4,Sindh Industrial Trading Estate (SITE),Karachi,Sindh,Huzaifa Bakers Imran Khan Road Sector 4 Sindh Industrial Trading Estate (SITE) Karachi Sindh
Javed Bakers,Noor Allah Masjid Road,Block 1,Gulshan e Sikandarabad,Karachi,Sindh,Javed Bakers Noor Allah Masjid Road Block 1 Gulshan e Sikandarabad Karachi Sindh
Madina General Store,Bismillah Masjid Road,Sector 37 A,Landhi,Karachi,Sindh,Madina General Store Bismillah Masjid Road Sector 37 A Landhi Karachi Sindh
Nadeem Sanitary & Hardware Store,27th Commercial Street,Phase 5,DHA,Karachi,Sindh,Nadeem Sanitary & Hardware Store 27th Commercial Street Phase 5 DHA Karachi Sindh
Sardar M Riaz Khan Law Associates,24th B Commercial Street,Phase 5,DHA,Karachi,Sindh,Sardar M Riaz Khan Law Associates 24th B Commercial Street Phase 5 DHA Karachi Sindh
Sawar Khan General Store,B Area Main Road,B Area,Qayyumabad,Karachi,Sindh,Sawar Khan General Store B Area Main Road B Area Qayyumabad Karachi Sindh
Shahid Autos,Arfat Road,Block 1,Gulshan e Sikandarabad,Karachi,Sindh,Shahid Autos Arfat Road Block 1 Gulshan e Sikandarabad Karachi Sindh
Shehzad General Store,Mohibban Road,Sector 3,Sindh Industrial Trading Estate (SITE),Karachi,Sindh,Shehzad General Store Mohibban Road Sector 3 Sindh Industrial Trading Estate (SITE) Karachi Sindh
Student Photostat,Farooq-e-Azam Street,Sector 4,Sindh Industrial Trading Estate (SITE),Karachi,Sindh,Student Photostat Farooq-e-Azam Street Sector 4 Sindh Industrial Trading Estate (SITE) Karachi Sindh
Super Paint,Chanesar Road,Hazara Colony,Karachi Cantonment,Karachi,Sindh,Super Paint Chanesar Road Hazara Colony Karachi Cantonment Karachi Sindh
1st Step,Shahrah e Firdousi,Block 5,Clifton,Karachi,Sindh,1st Step Shahrah e Firdousi Block 5 Clifton Karachi Sindh
Adeebas Dress Inn,Chartered Accountant Avenue,Block 8,Clifton,Karachi,Sindh,Adeebas Dress Inn Chartered Accountant Avenue Block 8 Clifton Karachi Sindh
Farid Autos,3rd Gizri Street,Lower Gizri,Gizri,Karachi,Sindh,Farid Autos 3rd Gizri Street Lower Gizri Gizri Karachi Sindh
Mughal Autos,3rd Gizri Street,Lower Gizri,Gizri,Karachi,Sindh,Mughal Autos 3rd Gizri Street Lower Gizri Gizri Karachi Sindh
Marhaba Machinery Store,Gizri Avenue,Upper Gizri,Gizri,Karachi,Sindh,Marhaba Machinery Store Gizri Avenue Upper Gizri Gizri Karachi Sindh
Umair's Gift Item,Stadium Lane No 4,Phase 5,DHA,Karachi,Sindh,Umair's Gift Item Stadium Lane No 4 Phase 5 DHA Karachi Sindh
Mobile Gallery,Stadium Lane No 4,Phase 5,DHA,Karachi,Sindh,Mobile Gallery Stadium Lane No 4 Phase 5 DHA Karachi Sindh
Usman Cold Drink & General Store,Road No 6,Block 6,Liaquatabad,Karachi,Sindh,Usman Cold Drink & General Store Road No 6 Block 6 Liaquatabad Karachi Sindh
Mobi Cash,Submarine Chowrangi Underpass,Block 8,Clifton,Karachi,Sindh,Mobi Cash Submarine Chowrangi Underpass Block 8 Clifton Karachi Sindh
Pilot Book Stall & Stationery,Noor Ul Islam Street,Nazimabad No 3,Nazimabad,Karachi,Sindh,Pilot Book Stall & Stationery Noor Ul Islam Street Nazimabad No 3 Nazimabad Karachi Sindh
Rubi Trader Approved Sui Office,Nazimabad Road No 2,Nazimabad No 2,Nazimabad,Karachi,Sindh,Rubi Trader Approved Sui Office Nazimabad Road No 2 Nazimabad No 2 Nazimabad Karachi Sindh
La Nooria Cloth,Tariq Road,Block 2,PECHS,Karachi,Sindh,La Nooria Cloth Tariq Road Block 2 PECHS Karachi Sindh
Anchal Cloth,Abdul Rehman Road,Block 3 Delhi CHS,PECHS,Karachi,Sindh,Anchal Cloth Abdul Rehman Road Block 3 Delhi CHS PECHS Karachi Sindh
Nice EV Cloth,Dr Riazuddin Road,Block 2,PECHS,Karachi,Sindh,Nice EV Cloth Dr Riazuddin Road Block 2 PECHS Karachi Sindh
GM Tractors,Tariq Road,Block 2,PECHS,Karachi,Sindh,GM Tractors Tariq Road Block 2 PECHS Karachi Sindh
The Burki Tyre,Karachi - Hyderabad Motorway,Sector 1 B,Gulzar e Hijri Scheme 33,Karachi,Sindh,The Burki Tyre Karachi - Hyderabad Motorway Sector 1 B Gulzar e Hijri Scheme 33 Karachi Sindh
Awan Brothers Services,National Highway,Ghaghar Phatak,Bin Qasim Town,Karachi,Sindh,Awan Brothers Services National Highway Ghaghar Phatak Bin Qasim Town Karachi Sindh
Damascus,Nehr e Khayyam Street,Block 5,Clifton,Karachi,Sindh,Damascus Nehr e Khayyam Street Block 5 Clifton Karachi Sindh
Al Hamd Marriage Hall,Jauhar Chowrangi Road,Block 1,Gulistan e Jauhar,Karachi,Sindh,Al Hamd Marriage Hall Jauhar Chowrangi Road Block 1 Gulistan e Jauhar Karachi Sindh
Al Siraj Eye Clinic,Syed Altaf Ali Brelvi Road,Block 1,Liaquatabad,Karachi,Sindh,Al Siraj Eye Clinic Syed Altaf Ali Brelvi Road Block 1 Liaquatabad Karachi Sindh
The Tyre Shop,Al-Amna Avenue,Sector 5 B 1,New Karachi,Karachi,Sindh,The Tyre Shop Al-Amna Avenue Sector 5 B 1 New Karachi Karachi Sindh
Fakhri Hardware & Sanitary Store,Shahrah e Usman,Sector 11 C 1,North Karachi,Karachi,Sindh,Fakhri Hardware & Sanitary Store Shahrah e Usman Sector 11 C 1 North Karachi Karachi Sindh
Khan Garments,Sadiq Hussain Avenue,Sector X,Gulshan e Maymar,Karachi,Sindh,Khan Garments Sadiq Hussain Avenue Sector X Gulshan e Maymar Karachi Sindh
Kainat Milk Shop,Khawaja Shamsuddin Azeemi Road,Sector 5 E,Surjani Town,Karachi,Sindh,Kainat Milk Shop Khawaja Shamsuddin Azeemi Road Sector 5 E Surjani Town Karachi Sindh
New Sindh Milk Shop,Ayub Goth Road,Sachal Goth,Gulzar e Hijri Scheme 33,Karachi,Sindh,New Sindh Milk Shop Ayub Goth Road Sachal Goth Gulzar e Hijri Scheme 33 Karachi Sindh
3H Electric Store,Jauhar Road,Block 19,Gulistan e Jauhar,Karachi,Sindh,3H Electric Store Jauhar Road Block 19 Gulistan e Jauhar Karachi Sindh
Abdul Rehman Autos,Hashmi Street,Block 16,Federal B Area (Gulberg),Karachi,Sindh,Abdul Rehman Autos Hashmi Street Block 16 Federal B Area (Gulberg) Karachi Sindh
Shades Beauty Salon,Imran Siyal Road,Phase 1,Gulshan e Hadeed,Karachi,Sindh,Shades Beauty Salon Imran Siyal Road Phase 1 Gulshan e Hadeed Karachi Sindh
Silk Route Travel,Shahrah e Jahangir,Block H,North Nazimabad,Karachi,Sindh,Silk Route Travel Shahrah e Jahangir Block H North Nazimabad Karachi Sindh
Sahil Caterers,Badar Commercial Street No 2,Phase 5,DHA,Karachi,Sindh,Sahil Caterers Badar Commercial Street No 2 Phase 5 DHA Karachi Sindh
Ra Generators,Aligarh Road,Sector 6,Orangi,Karachi,Sindh,Ra Generators Aligarh Road Sector 6 Orangi Karachi Sindh
Bismillah Autos,Khursheed Begum Road,Shadman Town,Kala Board,Karachi,Sindh,Bismillah Autos Khursheed Begum Road Shadman Town Kala Board Karachi Sindh
Aim Enterprises,Jami Staff Lane No 2,Phase 2 Commercial Area,DHA,Karachi,Sindh,Aim Enterprises Jami Staff Lane No 2 Phase 2 Commercial Area DHA Karachi Sindh
Al Samad Garments,Bismillah Market Road,Sector 36 D,Landhi,Karachi,Sindh,Al Samad Garments Bismillah Market Road Sector 36 D Landhi Karachi Sindh
Slimers Club,Nawab Siddique Ali Khan Road,Nazimabad No 3,Nazimabad,Karachi,Sindh,Slimers Club Nawab Siddique Ali Khan Road Nazimabad No 3 Nazimabad Karachi Sindh
Bismillah Gift Center,Samnabad Street,Block 18,Federal B Area (Gulberg),Karachi,Sindh,Bismillah Gift Center Samnabad Street Block 18 Federal B Area (Gulberg) Karachi Sindh
Ismail Battery Service,Al-Amna Avenue,Sector 3,New Karachi,Karachi,Sindh,Ismail Battery Service Al-Amna Avenue Sector 3 New Karachi Karachi Sindh
Curtain Craft,Zamzama Boulevard,Phase 5,DHA,Karachi,Sindh,Curtain Craft Zamzama Boulevard Phase 5 DHA Karachi Sindh
Marhaba Hairdresser,46th Street,Block 3,Federal B Area (Gulberg),Karachi,Sindh,Marhaba Hairdresser 46th Street Block 3 Federal B Area (Gulberg) Karachi Sindh
Sultani Tailors,Darbar e Sultani Road,Block 5,Federal B Area (Gulberg),Karachi,Sindh,Sultani Tailors Darbar e Sultani Road Block 5 Federal B Area (Gulberg) Karachi Sindh
Khan Battery Service & Auto Electrician,Mohibban Road,Sector 3,Sindh Industrial Trading Estate (SITE),Karachi,Sindh,Khan Battery Service & Auto Electrician Mohibban Road Sector 3 Sindh Industrial Trading Estate (SITE) Karachi Sindh
Ahmar Brothers Paint House,Landhi Road,Sector 36 D,Landhi,Karachi,Sindh,Ahmar Brothers Paint House Landhi Road Sector 36 D Landhi Karachi Sindh
Naeem Refrigerator,Bukhtawar Road,Phase 1,Gulshan e Hadeed,Karachi,Sindh,Naeem Refrigerator Bukhtawar Road Phase 1 Gulshan e Hadeed Karachi Sindh
Western Union,Khayaban e Badar,Phase 5,DHA,Karachi,Sindh,Western Union Khayaban e Badar Phase 5 DHA Karachi Sindh
Shah Jee Sweets & Bakers,8th Main Road,Block 7,Liaquatabad,Karachi,Sindh,Shah Jee Sweets & Bakers 8th Main Road Block 7 Liaquatabad Karachi Sindh
Subhanallah Sheermal House,Khyber Store Road,Phase 1,Gulshan e Hadeed,Karachi,Sindh,Subhanallah Sheermal House Khyber Store Road Phase 1 Gulshan e Hadeed Karachi Sindh
Haji Dairy Milk Shop,27th Street,Block 6,Liaquatabad,Karachi,Sindh,Haji Dairy Milk Shop 27th Street Block 6 Liaquatabad Karachi Sindh
UBL Omni,Shahrah e Altaf,Sector 36 B,Landhi,Karachi,Sindh,UBL Omni Shahrah e Altaf Sector 36 B Landhi Karachi Sindh
Visitors Parking Area,24th Street,Phase 6,DHA,Karachi,Sindh,Visitors Parking Area 24th Street Phase 6 DHA Karachi Sindh
Hadi Hair Cut Salon,Ali Street 1,Phase 2,Gulshan e Hadeed,Karachi,Sindh,Hadi Hair Cut Salon Ali Street 1 Phase 2 Gulshan e Hadeed Karachi Sindh
Naam Watch & Electric Store,Khyber Store Road,Phase 1,Gulshan e Hadeed,Karachi,Sindh,Naam Watch & Electric Store Khyber Store Road Phase 1 Gulshan e Hadeed Karachi Sindh
Nelson Paint,Ghazi Salahuddin Road,Sherpao Basti,Kathiawar CHS,Karachi,Sindh,Nelson Paint Ghazi Salahuddin Road Sherpao Basti Kathiawar CHS Karachi Sindh
Haji Tyre Shop,Shahrah e Faisal,Moria Khan Goth,Shah Faisal Town,Karachi,Sindh,Haji Tyre Shop Shahrah e Faisal Moria Khan Goth Shah Faisal Town Karachi Sindh
The Tiles Emporium,Azeempura Road,Azeempura,Shah Faisal Town,Karachi,Sindh,The Tiles Emporium Azeempura Road Azeempura Shah Faisal Town Karachi Sindh
Ideal Garments,Liaquat Market Road,H Area,Saudabad,Karachi,Sindh,Ideal Garments Liaquat Market Road H Area Saudabad Karachi Sindh
Al Noor Caterers,Shaheed Foundation Street,Block 20,Federal B Area (Gulberg),Karachi,Sindh,Al Noor Caterers Shaheed Foundation Street Block 20 Federal B Area (Gulberg) Karachi Sindh
Oxford English Grammar School,Bath Island Road,GOR Colony,Bath Island,Karachi,Sindh,Oxford English Grammar School Bath Island Road GOR Colony Bath Island Karachi Sindh
Dream Comm,Ghazi Salahuddin Road,Sherpao Basti,Kathiawar CHS,Karachi,Sindh,Dream Comm Ghazi Salahuddin Road Sherpao Basti Kathiawar CHS Karachi Sindh
Masjid Tawabeen,2nd Circular Road,Sector X,Gulshan e Maymar,Karachi,Sindh,Masjid Tawabeen 2nd Circular Road Sector X Gulshan e Maymar Karachi Sindh
Sunway Mohiuddin Autos,Landhi Road,Sector 35 C,Korangi,Karachi,Sindh,Sunway Mohiuddin Autos Landhi Road Sector 35 C Korangi Karachi Sindh
Al Madina Dakkan Flower & Stage Decoration,Shahrah e Muhammad Tufail,Block 13,Federal B Area (Gulberg),Karachi,Sindh,Al Madina Dakkan Flower & Stage Decoration Shahrah e Muhammad Tufail Block 13 Federal B Area (Gulberg) Karachi Sindh
Manpasand Foods & Caterers,Ancholi Main Road,Block 20,Federal B Area (Gulberg),Karachi,Sindh,Manpasand Foods & Caterers Ancholi Main Road Block 20 Federal B Area (Gulberg) Karachi Sindh
Erum Apartments,Shahrah e Shershah Suri,Sector 15 A 3,Buffer Zone,Karachi,Sindh,Erum Apartments Shahrah e Shershah Suri Sector 15 A 3 Buffer Zone Karachi Sindh
Universal Autos,Samnabad Street,Block 17,Federal B Area (Gulberg),Karachi,Sindh,Universal Autos Samnabad Street Block 17 Federal B Area (Gulberg) Karachi Sindh
Gala's Beauty Salon,Street 5,Block 17,Federal B Area (Gulberg),Karachi,Sindh,Gala's Beauty Salon Street 5 Block 17 Federal B Area (Gulberg) Karachi Sindh
Qasim General Store,JDC Road,Block 20,Federal B Area (Gulberg),Karachi,Sindh,Qasim General Store JDC Road Block 20 Federal B Area (Gulberg) Karachi Sindh
Bismillah Chicken Shop,Main Road,Humaira Town,Soorti Housing Society,Karachi,Sindh,Bismillah Chicken Shop Main Road Humaira Town Soorti Housing Society Karachi Sindh
Bismillah Electric Store,Liaquat Road,Khokhrapar 2,Khokhrapar,Karachi,Sindh,Bismillah Electric Store Liaquat Road Khokhrapar 2 Khokhrapar Karachi Sindh
Ayaan Autos,Liaquat Market Road,Saudabad S2,Saudabad,Karachi,Sindh,Ayaan Autos Liaquat Market Road Saudabad S2 Saudabad Karachi Sindh
Super Traders Steel Iron Store,Muhammad Abdullah Naeemi Road,G Area Malir Colony,Kala Board,Karachi,Sindh,Super Traders Steel Iron Store Muhammad Abdullah Naeemi Road G Area Malir Colony Kala Board Karachi Sindh
Askari Electric Store,Khokhrapar Dak'khana Road,Khokhrapar 1,Khokhrapar,Karachi,Sindh,Askari Electric Store Khokhrapar Dak'khana Road Khokhrapar 1 Khokhrapar Karachi Sindh
Asia House Of Electronics,Shahrah e Pakistan,Block 14,Federal B Area (Gulberg),Karachi,Sindh,Asia House Of Electronics Shahrah e Pakistan Block 14 Federal B Area (Gulberg) Karachi Sindh
Classic Estate,Faizan Street,Block D,North Nazimabad,Karachi,Sindh,Classic Estate Faizan Street Block D North Nazimabad Karachi Sindh
Nicks Salon,Ramiz Raja Rooad,Block A,North Nazimabad,Karachi,Sindh,Nicks Salon Ramiz Raja Rooad Block A North Nazimabad Karachi Sindh
Jamali Autos,Sardar Yaseen Malik Road,Block E,North Nazimabad,Karachi,Sindh,Jamali Autos Sardar Yaseen Malik Road Block E North Nazimabad Karachi Sindh
Wheels Estate,Umar Farooq Road,Shah Faisal Colony 1,Shah Faisal Town,Karachi,Sindh,Wheels Estate Umar Farooq Road Shah Faisal Colony 1 Shah Faisal Town Karachi Sindh
Imran General Store,Chowrangi Road,Shah Faisal Colony 2,Shah Faisal Town,Karachi,Sindh,Imran General Store Chowrangi Road Shah Faisal Colony 2 Shah Faisal Town Karachi Sindh
Shadab Autos,Shahrah e Pakistan,Block 16,Federal B Area (Gulberg),Karachi,Sindh,Shadab Autos Shahrah e Pakistan Block 16 Federal B Area (Gulberg) Karachi Sindh
Pak Key Maker,Masoomeen Road,Block 15,Federal B Area (Gulberg),Karachi,Sindh,Pak Key Maker Masoomeen Road Block 15 Federal B Area (Gulberg) Karachi Sindh
Shakeel Batteries,Rashid Minhas Road,Block 16,Federal B Area (Gulberg),Karachi,Sindh,Shakeel Batteries Rashid Minhas Road Block 16 Federal B Area (Gulberg) Karachi Sindh
Furqan Hair Cutting,Noman Masjid Road,Block 16,Federal B Area (Gulberg),Karachi,Sindh,Furqan Hair Cutting Noman Masjid Road Block 16 Federal B Area (Gulberg) Karachi Sindh
Bismillah Glass & Aluminium,Hashmi Street,Block 16,Federal B Area (Gulberg),Karachi,Sindh,Bismillah Glass & Aluminium Hashmi Street Block 16 Federal B Area (Gulberg) Karachi Sindh
Kanwal Beauty Spot,Ayan Street,Block 14,Federal B Area (Gulberg),Karachi,Sindh,Kanwal Beauty Spot Ayan Street Block 14 Federal B Area (Gulberg) Karachi Sindh
Ali Electric & Sanitary Store,Azizabad Main Road,Block 15,Federal B Area (Gulberg),Karachi,Sindh,Ali Electric & Sanitary Store Azizabad Main Road Block 15 Federal B Area (Gulberg) Karachi Sindh
Bilal Generator Work,Zafar Iqbal Shaheed Road,Block 9,Federal B Area (Gulberg),Karachi,Sindh,Bilal Generator Work Zafar Iqbal Shaheed Road Block 9 Federal B Area (Gulberg) Karachi Sindh
Beauty Icon Bridal House Parlour,Sarwar Shaheed Road,Block 9,Federal B Area (Gulberg),Karachi,Sindh,Beauty Icon Bridal House Parlour Sarwar Shaheed Road Block 9 Federal B Area (Gulberg) Karachi Sindh
Madrassa Rafiq Al Quran,49th Street,Block 3,Federal B Area (Gulberg),Karachi,Sindh,Madrassa Rafiq Al Quran 49th Street Block 3 Federal B Area (Gulberg) Karachi Sindh
Rex Hairdresser,S Rashid Shami Shaheed Road,Block 2,Federal B Area (Gulberg),Karachi,Sindh,Rex Hairdresser S Rashid Shami Shaheed Road Block 2 Federal B Area (Gulberg) Karachi Sindh
Madrassa Islami Taleemul Quran,35th Street,Block 2,Federal B Area (Gulberg),Karachi,Sindh,Madrassa Islami Taleemul Quran 35th Street Block 2 Federal B Area (Gulberg) Karachi Sindh
Bismillah Al Syedi Hotel,Bismillah Hotel Road,Block 8,Federal B Area (Gulberg),Karachi,Sindh,Bismillah Al Syedi Hotel Bismillah Hotel Road Block 8 Federal B Area (Gulberg) Karachi Sindh
AZ Cool Service Repairs,Landhi Road,Sector 35 C,Korangi,Karachi,Sindh,AZ Cool Service Repairs Landhi Road Sector 35 C Korangi Karachi Sindh
Sajid Electric Store,Qabristan Road,Sector 44 B,Landhi,Karachi,Sindh,Sajid Electric Store Qabristan Road Sector 44 B Landhi Karachi Sindh
Maryam Autos,Qabristan Road,Hasrat Mohani Colony,Korangi,Karachi,Sindh,Maryam Autos Qabristan Road Hasrat Mohani Colony Korangi Karachi Sindh
Asma Autos,Qabristan Road,Hasrat Mohani Colony,Korangi,Karachi,Sindh,Asma Autos Qabristan Road Hasrat Mohani Colony Korangi Karachi Sindh
Arif Zari Mahal,Syed Hashim Raza Road,Block G,North Nazimabad,Karachi,Sindh,Arif Zari Mahal Syed Hashim Raza Road Block G North Nazimabad Karachi Sindh
Hussain Gold Collection,Syed Hashim Raza Road,Block G,North Nazimabad,Karachi,Sindh,Hussain Gold Collection Syed Hashim Raza Road Block G North Nazimabad Karachi Sindh
Make Up Tonight Beauty Salon,Lake Dr,Block 18,Gulistan e Jauhar,Karachi,Sindh,Make Up Tonight Beauty Salon Lake Dr Block 18 Gulistan e Jauhar Karachi Sindh
Faisal Vawda Group,14th Street,Phase 5,DHA,Karachi,Sindh,Faisal Vawda Group 14th Street Phase 5 DHA Karachi Sindh
Mernad Protection & Security,22nd Commercial Street,Phase 2 Commercial Area,DHA,Karachi,Sindh,Mernad Protection & Security 22nd Commercial Street Phase 2 Commercial Area DHA Karachi Sindh
Bata,Block 17 Street,Block 17,Gulistan e Jauhar,Karachi,Sindh,Bata Block 17 Street Block 17 Gulistan e Jauhar Karachi Sindh
The Fatima School,Ansar Burney Street,Block A,North Nazimabad,Karachi,Sindh,The Fatima School Ansar Burney Street Block A North Nazimabad Karachi Sindh
The Patriots School,Ghazali Road,Block 2,PECHS,Karachi,Sindh,The Patriots School Ghazali Road Block 2 PECHS Karachi Sindh
Good Samaritan Ministries Pakistan,3rd East Street,Sector E,Kashmir Colony,Karachi,Sindh,Good Samaritan Ministries Pakistan 3rd East Street Sector E Kashmir Colony Karachi Sindh
PTCL Telephone Exchange,Main Razi Road,Block 6,PECHS,Karachi,Sindh,PTCL Telephone Exchange Main Razi Road Block 6 PECHS Karachi Sindh
Future Bright Grammar School,Qadri Masjid Road,Sector 5 F,New Karachi,Karachi,Sindh,Future Bright Grammar School Qadri Masjid Road Sector 5 F New Karachi Karachi Sindh
Naeem Sanitary Hardware & Electric Store,Sindh Hotel Road,Sector 5 J,New Karachi,Karachi,Sindh,Naeem Sanitary Hardware & Electric Store Sindh Hotel Road Sector 5 J New Karachi Karachi Sindh
Police Station,Syed Altaf Ali Brelvi Road,Block 1,Liaquatabad,Karachi,Sindh,Police Station Syed Altaf Ali Brelvi Road Block 1 Liaquatabad Karachi Sindh
Masjid Imam Abu Hanifa,3rd Avenue,Block 5,Clifton,Karachi,Sindh,Masjid Imam Abu Hanifa 3rd Avenue Block 5 Clifton Karachi Sindh
Govt. Urdu Boys Girls Elementary School,Landhi Road,Sector 37 A,Landhi,Karachi,Sindh,Govt. Urdu Boys Girls Elementary School Landhi Road Sector 37 A Landhi Karachi Sindh
Western Union,Shahrah e Shershah Suri,Block H,North Nazimabad,Karachi,Sindh,Western Union Shahrah e Shershah Suri Block H North Nazimabad Karachi Sindh
Masjid Hall,41st Street,Block 3,Federal B Area (Gulberg),Karachi,Sindh,Masjid Hall 41st Street Block 3 Federal B Area (Gulberg) Karachi Sindh
Talent & Taste Home & Decor,Service Road,Block 9,Clifton,Karachi,Sindh,Talent & Taste Home & Decor Service Road Block 9 Clifton Karachi Sindh
DHL,Burhani Circle Road,Block E,North Nazimabad,Karachi,Sindh,DHL Burhani Circle Road Block E North Nazimabad Karachi Sindh
MMB Oil Change,Shahrah e Faisal,Darakhshan CHS,Kala Board,Karachi,Sindh,MMB Oil Change Shahrah e Faisal Darakhshan CHS Kala Board Karachi Sindh
Al Mustafa Estate,University Road,Block 13 C,Gulshan e Iqbal,Karachi,Sindh,Al Mustafa Estate University Road Block 13 C Gulshan e Iqbal Karachi Sindh
Al Karim Fair Price Shop,8th East Street,Phase 1,DHA,Karachi,Sindh,Al Karim Fair Price Shop 8th East Street Phase 1 DHA Karachi Sindh
Bata,Korangi Road,Phase 2,DHA,Karachi,Sindh,Bata Korangi Road Phase 2 DHA Karachi Sindh
ATM HMB,Khayaban e Seher,Phase 7,DHA,Karachi,Sindh,ATM HMB Khayaban e Seher Phase 7 DHA Karachi Sindh
Generators Repairing,Jauhar Road,Block 17,Gulistan e Jauhar,Karachi,Sindh,Generators Repairing Jauhar Road Block 17 Gulistan e Jauhar Karachi Sindh
Nasgas House Gas & Electric Appliance,Teyrhii Road,Block 17,Gulistan e Jauhar,Karachi,Sindh,Nasgas House Gas & Electric Appliance Teyrhii Road Block 17 Gulistan e Jauhar Karachi Sindh
Prime Residency,Sir Syed Road,Block 2,PECHS,Karachi,Sindh,Prime Residency Sir Syed Road Block 2 PECHS Karachi Sindh
New Tip Top Fashion House,24th Commercial Street,Phase 2 Commercial Area,DHA,Karachi,Sindh,New Tip Top Fashion House 24th Commercial Street Phase 2 Commercial Area DHA Karachi Sindh
Agha Medical Store,Sunar Gail,Block 2,PECHS,Karachi,Sindh,Agha Medical Store Sunar Gail Block 2 PECHS Karachi Sindh
Travel & Tours,Street No 7,Block 2,PECHS,Karachi,Sindh,Travel & Tours Street No 7 Block 2 PECHS Karachi Sindh
